Category,Image,Sil_5,Sil_10,Sil_20,Sil_30,Sil_40,Sil_50,Sil_60,Sil_80,Sil_100
train,071_7_c6_007225,1,6,13,10,9,33,9,29,76
train,071_7_c6_007226,0,6,6,10,3,25,22,55,5
train,071_7_c6_007227,1,6,18,27,15,44,7,23,30
train,071_7_c6_007228,2,5,5,9,23,49,6,68,49
train,071_7_c6_007229,0,2,15,14,20,11,31,53,38
train,071_7_c6_007230,3,4,3,20,19,14,0,45,40
train,071_7_c6_007231,3,8,11,3,22,6,15,38,82
train,071_7_c6_007232,0,6,6,10,10,25,22,66,14
train,071_7_c6_007233,2,5,18,27,15,27,7,23,43
train,071_7_c6_007234,1,6,18,27,15,12,7,23,43
train,071_7_c6_007235,1,7,1,22,1,7,1,15,7
train,071_8_c6_007236,4,9,12,24,0,30,53,52,51
train,071_8_c6_007237,4,5,0,28,14,43,48,64,34
train,071_8_c6_007238,1,5,5,17,2,12,4,37,1
train,071_8_c6_007239,1,6,13,10,9,33,9,28,76
train,071_8_c6_007240,2,5,0,9,27,27,52,69,86
train,071_8_c6_007241,1,4,3,5,37,28,25,77,2
train,071_8_c6_007242,1,7,14,13,17,36,21,78,92
train,071_8_c6_007243,1,7,1,13,17,36,1,78,16
train,071_9_c6_007244,0,5,9,4,34,37,33,76,70
train,071_9_c6_007245,4,9,3,24,38,42,19,57,11
train,071_9_c6_007246,1,9,1,10,9,10,9,28,3
train,071_9_c6_007247,1,7,9,13,28,36,21,47,63
train,071_9_c6_007248,1,9,3,24,38,42,19,57,11
train,071_9_c6_007249,1,9,3,5,37,28,25,4,99
train,095_1_c8_015170,3,3,14,18,39,32,58,63,60
train,095_1_c8_015171,4,7,8,2,30,26,29,19,52
train,095_1_c8_015172,4,5,0,28,14,3,48,30,20
train,095_1_c8_015173,4,7,9,22,13,37,33,76,89
train,095_1_c8_015174,1,4,3,29,18,5,40,29,45
train,095_1_c8_015175,4,1,10,26,21,38,2,40,48
train,095_1_c8_015176,3,8,16,12,31,20,36,42,41
train,095_1_c8_015177,1,9,14,23,24,32,39,11,53
train,095_1_c8_015178,2,0,17,5,37,1,26,36,83
train,095_1_c8_015179,1,9,3,23,37,28,39,4,53
train,095_1_c8_015180,1,9,14,23,39,10,39,10,53
train,095_1_c8_015181,4,9,19,8,27,22,16,11,86
train,095_1_c8_015182,1,7,9,6,6,4,17,58,85
train,095_1_c8_015183,2,3,4,0,35,45,27,7,13
train,095_1_c8_015184,0,2,2,20,29,14,22,66,47
train,096_1_c11_016407,1,9,14,6,6,32,1,78,53
train,096_1_c11_016408,2,3,4,0,23,29,20,68,81
train,096_1_c11_016409,1,7,6,13,17,36,21,47,92
train,096_1_c11_016410,0,7,6,13,17,36,56,78,16
train,096_1_c11_016411,0,2,15,25,7,47,50,31,26
train,096_1_c11_016412,1,7,1,13,17,36,21,78,39
train,096_1_c11_016413,2,5,5,9,23,49,6,0,23
train,096_1_c11_016414,0,2,6,14,29,34,37,24,28
train,096_1_c11_016415,0,2,15,25,33,11,31,31,67
train,096_1_c11_016416,3,2,2,25,16,8,49,26,64
train,096_1_c11_016417,1,6,13,10,24,33,39,4,30
train,096_1_c11_016418,1,6,13,7,24,2,8,50,98
train,096_1_c11_016419,3,3,4,15,36,45,13,27,69
train,096_1_c4_016420,1,4,3,23,24,5,40,29,75
train,096_1_c4_016421,1,7,1,13,1,10,1,48,3
train,096_1_c4_016422,1,9,1,23,1,10,41,10,3
train,096_1_c4_016423,1,6,18,27,15,44,7,44,30
train,096_1_c4_016424,1,6,6,13,17,2,8,50,39
train,096_1_c4_016425,4,1,7,11,11,24,3,25,15
train,096_1_c4_016426,2,5,5,9,23,49,6,65,43
train,096_1_c4_016427,1,6,13,23,24,12,14,10,1
train,096_1_c9_016428,3,8,16,12,31,41,18,42,29
train,096_1_c9_016429,4,1,10,26,21,38,2,61,58
train,096_1_c9_016430,1,7,9,6,6,4,17,18,62
train,096_1_c9_016431,3,4,11,3,22,21,32,38,27
train,096_1_c9_016432,2,5,5,9,23,43,6,37,87
train,096_1_c9_016433,3,4,11,20,16,6,32,59,59
train,096_1_c9_016434,3,8,16,12,35,19,13,16,18
train,096_1_c9_016435,2,0,17,16,26,9,57,39,50
train,096_1_c9_016436,3,3,2,25,7,8,5,9,47
train,096_1_c9_016437,2,0,17,6,6,4,35,67,62
train,097_1_c10_016592,3,8,16,12,35,41,36,42,18
train,097_1_c10_016593,1,9,12,1,32,18,59,43,57
train,097_1_c10_016594,4,1,10,26,21,38,46,40,95
train,097_1_c10_016595,4,1,10,26,21,3,44,61,48
train,097_1_c10_016596,1,9,3,23,37,32,39,10,53
train,097_1_c10_016597,3,3,4,15,36,29,13,22,69
train,097_1_c12_016598,0,7,6,13,20,36,21,47,92
train,097_1_c12_016599,1,6,13,23,17,36,39,10,76
train,097_1_c12_016600,1,6,13,14,10,25,22,53,38
train,097_1_c12_016601,1,7,1,19,1,7,30,15,35
train,097_1_c12_016602,1,9,14,23,1,36,39,78,53
train,097_1_c12_016603,1,7,1,13,1,7,1,48,16
train,097_1_c12_016658,3,8,11,3,22,21,11,38,82
train,097_1_c1_016604,1,6,13,23,17,33,39,4,76
train,097_1_c1_016605,1,6,1,13,17,2,9,13,39
train,097_1_c1_016606,0,2,18,4,34,34,43,12,10
train,097_1_c1_016607,4,7,7,19,4,24,41,5,31
train,097_1_c1_016608,1,7,1,13,1,7,1,48,7
train,097_1_c1_016609,1,6,1,13,17,36,21,78,39
train,097_1_c1_016610,1,6,13,7,24,12,8,13,1
train,097_1_c1_016611,0,2,18,14,29,34,28,24,28
train,097_1_c2_016612,1,6,13,7,24,5,38,19,68
train,097_1_c2_016613,1,7,9,6,6,4,35,58,85
train,097_1_c2_016614,1,6,13,10,9,33,9,28,5
train,097_1_c2_016615,4,1,8,2,30,3,44,5,31
train,097_1_c2_016616,1,9,1,10,9,28,41,4,45
train,097_1_c2_016617,1,6,13,10,9,33,9,28,5
train,097_1_c2_016618,4,1,10,28,21,3,2,30,4
train,097_1_c2_016619,4,7,9,22,28,16,35,21,63
train,097_1_c2_016620,3,4,11,20,12,46,0,38,55
train,097_1_c2_016621,4,1,10,26,21,38,2,40,48
train,097_1_c2_016622,1,6,1,13,17,2,9,50,39
train,097_1_c2_016623,1,9,3,5,9,28,25,4,45
train,097_1_c2_016624,2,3,2,20,36,14,27,66,47
train,097_1_c2_016625,2,0,19,0,8,39,20,72,81
train,097_1_c2_016626,4,1,7,11,11,40,44,5,15
train,097_1_c2_016627,2,5,0,9,23,49,4,0,23
train,097_1_c2_016628,4,0,17,8,26,22,16,56,17
train,097_1_c2_016629,1,4,6,10,9,25,22,51,84
train,097_1_c2_016630,2,5,5,9,23,49,4,65,23
train,097_1_c2_016631,3,4,11,20,16,6,49,66,64
train,097_1_c2_016632,4,1,7,11,11,40,3,5,31
train,097_1_c2_016633,1,9,3,24,38,42,19,57,11
train,097_1_c2_016634,0,6,18,20,29,14,51,24,28
train,097_1_c2_016659,2,7,14,6,6,4,17,67,16
train,097_1_c2_016660,1,9,3,24,38,42,19,57,11
train,097_1_c3_016635,0,2,6,14,29,15,12,35,14
train,097_1_c3_016636,3,3,4,15,36,45,13,1,69
train,097_1_c3_016637,3,4,3,5,37,28,25,49,2
train,097_1_c3_016638,1,6,1,13,17,33,9,28,5
train,097_1_c3_016639,2,5,0,9,23,49,6,0,20
train,097_1_c3_016640,3,4,2,18,16,35,24,1,46
train,097_1_c3_016641,4,5,0,28,14,3,10,37,20
train,097_1_c3_016642,1,9,3,5,38,42,19,57,11
train,097_1_c3_016643,4,1,7,11,11,40,45,20,15
train,097_1_c3_016644,2,0,19,8,27,22,16,56,9
train,097_1_c3_016645,4,1,7,11,11,40,3,20,15
train,097_1_c3_016646,1,4,3,24,38,42,19,57,11
train,097_1_c3_016661,0,7,6,17,28,0,21,47,63
train,097_1_c4_016647,1,9,3,5,37,28,25,49,99
train,097_1_c4_016648,1,6,1,13,17,36,9,10,39
train,097_1_c4_016649,1,9,3,5,37,28,25,49,88
train,097_1_c4_016650,1,7,1,19,25,7,30,15,35
train,097_1_c4_016651,3,4,11,3,22,19,26,41,8
train,097_1_c4_016652,2,0,17,16,26,13,57,39,50
train,097_1_c4_016653,2,3,4,15,36,29,13,68,21
train,097_1_c4_016654,1,5,5,17,25,31,42,15,35
train,097_1_c4_016655,2,9,12,24,38,42,53,57,11
train,097_1_c4_016656,3,9,12,24,0,30,53,52,51
train,097_1_c4_016657,1,4,2,7,16,35,24,1,46
train,097_1_c4_016662,2,0,19,5,8,39,16,49,88
train,097_1_c4_016663,1,6,6,13,3,2,38,13,5
train,097_1_c4_016665,1,6,13,23,24,2,39,10,39
train,097_1_c4_016666,1,5,5,17,28,0,47,79,63
train,097_1_c8_016664,0,2,15,14,33,11,31,53,38
train,097_1_c8_016667,2,3,4,0,36,29,27,27,81
train,097_1_c8_016668,2,5,5,27,25,31,55,2,73
train,097_1_c8_016669,0,2,8,2,30,46,54,3,97
train,097_1_c8_016670,1,9,14,23,1,36,39,78,53
train,071_9_c6_007250,3,4,3,29,22,6,15,77,2
train,093_2_c8_009874,1,6,13,7,24,5,38,73,68
train,093_2_c8_009875,2,5,18,27,15,15,55,65,43
train,093_2_c9_009876,3,4,3,20,19,14,51,45,59
train,093_2_c9_009877,4,0,8,2,12,46,0,34,57
train,093_2_c9_009878,1,9,1,1,32,18,59,43,19
train,093_2_c9_009879,2,5,5,17,28,0,42,47,63
train,093_2_c9_009880,3,8,16,12,31,20,23,54,13
train,093_2_c9_009881,2,0,19,8,12,39,16,34,59
train,093_2_c9_009882,3,8,11,3,31,21,23,62,54
train,093_2_c9_009883,2,0,17,16,26,9,57,39,50
train,093_2_c9_009884,4,7,7,6,6,4,35,58,85
train,093_3_c11_009886,1,9,1,19,1,10,1,48,79
train,093_3_c11_009887,1,9,1,23,1,10,14,48,3
train,093_3_c11_009888,1,7,9,22,28,16,42,47,63
train,093_3_c11_009889,1,6,13,7,24,2,8,44,98
train,093_3_c11_009890,0,2,15,14,33,34,37,33,28
train,093_3_c4_009891,3,8,16,12,31,20,36,42,41
train,093_3_c4_009892,1,4,3,5,37,28,25,77,45
train,093_3_c4_009893,1,6,1,13,17,36,9,10,39
train,093_3_c4_009894,1,7,1,13,1,36,1,78,16
train,093_3_c4_009895,3,8,16,12,35,41,34,16,18
train,093_3_c4_009896,3,8,16,12,31,20,36,54,13
train,093_3_c9_009885,2,3,4,15,36,45,27,27,49
train,093_3_c9_009897,4,0,8,2,12,46,54,3,97
train,093_3_c9_009898,1,9,14,18,39,32,26,67,93
train,093_3_c9_009899,3,8,11,3,16,19,26,41,71
train,093_3_c9_009900,3,4,11,20,19,6,15,26,40
train,093_3_c9_009901,4,1,10,26,21,38,46,61,58
train,093_3_c9_009902,4,7,9,6,6,4,17,58,85
train,093_3_c9_009903,2,0,17,16,5,9,57,41,8
train,093_3_c9_009904,3,8,2,15,16,41,27,42,29
train,093_3_c9_009905,3,4,11,3,22,6,15,38,82
train,093_3_c9_009906,2,0,17,16,26,9,57,39,50
train,093_3_c9_009907,4,7,9,4,34,37,33,58,70
train,093_3_c9_009908,3,3,4,0,5,19,34,41,8
train,093_4_c4_009909,2,0,19,8,27,22,20,72,73
train,093_4_c4_009910,1,6,13,7,24,5,38,73,30
train,093_4_c4_009911,1,4,13,29,18,5,40,6,75
train,093_4_c4_009912,1,9,1,6,1,4,35,18,91
train,093_4_c4_009913,4,9,1,19,4,26,30,48,79
train,094_1_c11_015905,1,6,6,20,19,14,51,45,14
train,094_1_c11_015906,2,0,19,8,8,39,16,72,9
train,094_1_c11_015907,1,7,6,13,28,23,21,47,63
train,094_1_c11_015908,1,5,8,2,14,43,48,64,34
train,094_1_c11_015909,1,5,8,2,14,43,48,64,34
train,094_1_c9_015910,3,8,16,12,31,20,36,42,41
train,094_1_c9_015911,2,0,19,0,8,39,20,72,81
train,094_1_c9_015912,4,5,8,22,38,43,19,64,34
train,094_1_c9_015913,4,1,10,28,11,13,2,32,48
train,094_1_c9_015914,4,9,7,19,4,24,3,25,24
train,094_1_c9_015915,1,9,17,6,6,32,26,36,83
train,094_1_c9_015916,1,6,13,10,9,44,22,4,99
train,094_1_c9_015917,1,9,13,23,37,10,14,10,99
train,094_1_c9_015918,0,2,15,4,33,48,43,74,67
train,094_1_c9_015919,1,7,1,13,17,7,9,28,35
train,094_1_c9_015920,1,7,9,22,13,7,30,21,7
train,094_1_c9_015921,1,6,6,10,3,33,9,60,5
train,094_1_c9_015922,1,9,8,2,30,26,29,19,36
train,094_1_c9_015923,3,4,11,20,12,46,0,38,55
train,095_1_c10_015109,4,7,12,11,13,7,30,17,51
train,095_1_c10_015110,3,0,12,1,32,18,59,43,19
train,095_1_c10_015111,4,1,12,1,32,18,44,17,57
train,095_1_c10_015112,1,6,8,2,24,2,54,60,68
train,095_1_c10_015113,1,6,13,23,24,5,39,10,75
train,095_1_c10_015114,1,6,13,7,18,17,39,50,65
train,095_1_c10_015115,0,6,6,21,3,23,56,35,5
train,095_1_c10_015116,1,6,13,13,17,2,39,10,39
train,095_1_c10_015117,1,6,1,23,24,10,14,19,68
train,095_1_c10_015118,1,6,13,7,24,2,38,13,98
train,095_1_c10_015119,0,2,15,14,33,11,31,33,38
train,095_1_c10_015120,1,4,13,7,18,5,40,29,75
train,095_1_c10_015121,4,7,7,6,6,4,17,58,86
train,095_1_c10_015122,1,9,1,23,1,10,14,10,53
train,095_1_c10_015123,1,7,1,6,1,4,17,18,62
train,095_1_c10_015124,3,4,3,29,18,5,40,29,75
train,095_1_c10_015125,0,6,6,14,29,25,37,24,5
train,095_1_c10_015126,0,2,15,25,33,11,31,31,90
train,095_1_c10_015127,1,9,13,23,9,5,39,29,75
train,095_1_c10_015128,1,7,1,13,1,7,1,48,7
train,095_1_c10_015129,0,7,6,13,25,7,56,60,35
train,095_1_c10_015130,0,7,6,13,20,11,21,53,92
train,095_1_c10_015131,4,1,10,26,14,3,48,61,34
train,095_1_c10_015185,3,8,12,1,32,18,59,54,19
train,095_1_c10_015186,1,9,3,5,37,1,25,11,59
train,095_1_c2_015132,0,7,9,24,38,42,19,57,11
train,095_1_c2_015133,1,6,13,7,24,2,38,13,68
train,095_1_c2_015134,1,6,12,1,32,18,59,43,19
train,095_1_c2_015135,4,8,12,1,32,18,59,34,19
train,095_1_c2_015136,3,3,14,18,39,32,58,63,6
train,095_1_c2_015137,1,9,1,23,1,10,14,10,3
train,095_1_c2_015138,1,6,13,7,24,2,8,13,98
train,095_1_c2_015139,1,6,6,13,17,2,9,50,39
train,095_1_c2_015140,0,2,18,14,29,34,7,24,28
train,095_1_c2_015141,1,6,13,10,17,2,39,13,76
train,095_1_c2_015142,0,2,15,14,33,34,49,24,10
train,095_1_c2_015143,1,6,13,23,24,33,39,10,3
train,095_1_c2_015144,0,2,6,14,29,34,31,24,28
train,095_1_c2_015145,0,2,15,25,7,11,31,31,90
train,095_1_c2_015146,1,7,1,23,1,10,14,10,39
train,095_1_c2_015147,0,6,18,27,29,34,54,24,28
train,095_1_c2_015148,0,2,8,4,33,48,37,24,67
train,095_1_c2_015149,0,2,15,14,33,11,31,53,90
train,095_1_c2_015150,1,9,1,23,1,10,14,10,3
train,095_1_c2_015187,1,6,13,23,17,2,39,10,39
train,095_1_c3_015151,3,3,4,15,36,41,27,27,18
train,095_1_c3_015152,2,0,19,8,8,39,16,11,9
train,095_1_c3_015153,1,9,1,23,1,10,14,19,79
train,095_1_c3_015154,4,5,0,22,25,31,52,37,86
train,095_1_c3_015155,1,6,13,7,24,5,38,73,30
train,095_1_c3_015156,2,0,17,16,26,9,57,39,50
train,095_1_c3_015157,3,8,16,12,35,32,18,7,41
train,095_1_c3_015158,0,5,12,1,32,18,59,43,19
train,095_1_c3_015159,4,1,12,1,0,1,44,34,57
train,095_1_c3_015160,4,1,12,1,32,1,44,34,31
train,095_1_c3_015161,2,5,0,9,23,49,6,69,73
train,095_1_c3_015162,1,4,3,29,18,28,15,8,2
train,095_1_c3_015163,1,7,6,13,25,7,42,15,35
train,095_1_c3_015164,1,9,1,19,1,10,14,48,85
train,095_1_c3_015188,2,5,19,8,27,31,52,69,73
train,095_1_c3_015189,2,5,0,28,14,43,10,37,20
train,095_1_c8_015165,0,2,2,20,16,8,5,9,47
train,095_1_c8_015166,2,5,0,9,27,43,52,69,73
train,095_1_c8_015167,4,1,10,8,27,22,52,56,4
train,095_1_c8_015168,2,0,0,28,26,13,10,32,20
train,095_1_c8_015169,1,9,1,19,1,10,41,48,3
train,071_9_c6_007251,4,1,12,24,0,30,53,52,51
train,091_1_c5_015995,1,6,18,27,15,27,7,23,25
train,092_1_c12_016456,1,7,1,10,30,26,29,19,79
train,092_1_c12_016457,0,5,18,27,15,27,55,23,43
train,092_1_c12_016458,1,9,14,18,39,32,39,63,53
train,092_1_c12_016459,0,3,2,15,36,35,5,9,69
train,092_1_c12_016460,1,6,14,18,39,32,58,63,60
train,092_1_c12_016461,3,4,11,3,22,6,32,38,27
train,092_1_c12_016462,1,5,5,13,25,12,55,37,35
train,092_1_c12_016463,0,6,6,17,2,0,21,79,92
train,092_1_c12_016464,0,3,6,17,10,0,21,53,38
train,092_1_c1_016455,3,0,17,16,5,19,57,41,8
train,092_1_c1_016465,0,6,18,27,29,31,55,2,36
train,092_1_c1_016466,1,7,6,13,28,36,21,47,39
train,092_1_c1_016467,3,3,4,15,36,45,27,27,47
train,092_1_c1_016468,1,7,9,13,17,36,21,78,22
train,092_1_c1_016469,0,7,9,6,6,16,17,18,62
train,092_1_c1_016470,2,3,4,15,36,29,13,22,69
train,092_1_c1_016471,0,7,9,4,34,37,37,58,70
train,092_1_c5_016472,0,2,18,14,15,34,28,23,10
train,092_1_c5_016473,0,2,14,18,39,32,58,58,60
train,092_1_c5_016474,4,5,0,28,25,22,52,37,86
train,092_1_c5_016475,0,5,5,27,25,27,55,37,72
train,092_1_c5_016476,3,8,16,12,35,41,34,42,18
train,092_1_c5_016477,0,4,8,2,12,46,0,3,36
train,092_1_c5_016478,0,6,8,2,30,26,54,3,36
train,092_1_c5_016479,1,4,13,29,18,5,40,29,65
train,093_1_c4_009775,1,9,8,2,30,26,29,19,79
train,093_1_c4_009776,1,9,1,19,1,10,1,48,3
train,093_1_c4_009777,3,3,4,0,5,19,13,22,94
train,093_1_c4_009778,3,4,11,18,5,19,26,36,2
train,093_1_c4_009779,0,2,15,25,7,11,31,33,32
train,093_1_c4_009780,3,4,11,3,22,6,15,38,40
train,093_1_c4_009781,4,5,0,22,14,43,48,64,34
train,093_1_c4_009782,4,1,10,28,26,13,2,32,57
train,093_1_c4_009783,1,7,1,13,1,36,1,48,16
train,093_1_c4_009784,0,2,15,4,20,34,31,12,10
train,093_1_c4_009785,4,9,0,28,14,1,10,32,91
train,093_1_c4_009786,3,3,4,15,35,41,27,66,18
train,093_1_c4_009787,2,3,4,0,8,29,34,14,81
train,093_1_c4_009788,1,4,3,29,18,5,40,29,75
train,093_1_c4_009789,0,5,18,27,15,12,55,23,43
train,093_1_c4_009790,4,1,10,11,38,40,45,61,58
train,093_1_c4_009791,2,9,3,24,38,42,19,57,11
train,093_1_c4_009792,2,5,5,17,2,12,4,37,87
train,093_1_c4_009793,0,2,15,4,33,48,37,74,67
train,093_1_c4_009794,0,2,2,14,29,34,28,24,28
train,093_1_c4_009795,2,3,4,0,8,29,27,27,81
train,093_1_c4_009796,4,0,17,24,38,42,19,57,11
train,093_1_c4_009797,0,2,15,14,33,11,31,53,0
train,093_1_c4_009798,0,2,15,14,33,11,37,53,67
train,093_1_c4_009799,0,2,15,4,33,47,43,74,32
train,093_1_c4_009800,4,1,7,24,38,42,19,57,11
train,093_1_c4_009801,0,6,18,20,29,14,22,66,64
train,093_1_c4_009802,4,9,3,24,38,42,19,57,11
train,093_1_c4_009803,1,9,3,24,38,42,19,57,11
train,093_1_c4_009804,4,1,8,2,30,26,29,3,52
train,093_1_c4_009805,2,0,4,0,8,39,20,72,81
train,093_1_c4_009806,1,6,6,7,3,2,38,55,5
train,093_1_c4_009807,1,6,6,13,17,2,21,47,92
train,093_1_c4_009808,2,9,3,24,38,42,19,57,11
train,093_1_c4_009809,3,4,11,29,22,6,15,8,27
train,093_1_c4_009810,3,0,6,10,10,25,22,51,84
train,093_1_c4_009841,4,9,3,24,38,42,19,57,11
train,093_1_c4_009842,3,8,12,1,0,1,18,34,13
train,093_1_c4_009843,4,9,8,2,30,46,29,3,52
train,093_1_c6_009811,4,1,10,28,14,13,10,32,48
train,093_1_c6_009812,1,7,9,6,13,16,1,47,7
train,093_1_c6_009813,1,7,1,22,28,7,42,15,63
train,093_1_c6_009814,1,5,5,22,25,31,42,37,35
train,093_1_c6_009815,3,4,2,20,16,6,24,59,33
train,093_1_c6_009816,4,1,10,26,21,38,46,40,95
train,093_1_c6_009817,1,6,18,27,15,27,7,73,77
train,093_1_c6_009818,0,6,6,17,2,12,42,79,1
train,093_1_c6_009819,2,3,4,0,36,29,27,27,21
train,093_1_c6_009820,2,5,5,17,28,0,4,79,63
train,093_1_c6_009821,1,4,13,23,24,5,40,45,75
train,093_1_c6_009822,1,7,9,22,28,7,42,15,63
train,093_1_c6_009823,3,4,11,20,22,6,32,38,55
train,093_1_c6_009824,2,0,8,2,12,46,54,3,97
train,093_1_c6_009825,4,1,10,28,14,3,48,61,48
train,093_1_c6_009826,4,7,9,6,28,4,17,18,63
train,093_1_c6_009827,3,8,11,3,22,6,32,38,56
train,093_1_c6_009828,1,4,8,2,12,46,0,3,36
train,093_1_c6_009829,1,9,13,23,24,10,14,10,3
train,093_1_c6_009830,1,5,18,27,25,31,55,60,43
train,093_1_c6_009831,1,6,1,23,1,10,14,10,39
train,093_1_c6_009832,1,9,1,23,1,10,14,10,3
train,093_1_c6_009833,1,9,1,13,25,31,29,15,35
train,093_1_c6_009834,2,5,0,9,25,43,52,37,72
train,093_1_c6_009835,3,4,8,2,12,46,0,3,97
train,093_1_c6_009836,1,3,14,18,39,32,58,36,83
train,093_1_c6_009837,1,4,8,2,12,46,0,3,36
train,093_1_c6_009838,1,7,1,13,1,7,1,60,39
train,093_1_c6_009839,0,7,9,22,25,31,55,2,35
train,093_1_c6_009840,1,6,13,23,24,33,9,10,99
train,093_1_c6_009844,1,7,1,13,17,7,9,15,35
train,093_1_c6_009845,1,7,9,22,25,7,42,15,35
train,093_1_c6_009846,1,9,1,19,4,10,14,70,91
train,093_1_c6_009847,0,2,18,4,34,27,54,69,86
train,093_1_c6_009848,0,2,18,27,15,34,54,24,10
train,093_1_c9_009849,4,0,19,8,27,22,16,56,86
train,093_1_c9_009850,4,1,10,26,21,3,52,30,4
train,093_1_c9_009851,2,5,5,17,2,12,4,37,1
train,093_1_c9_009852,4,0,12,1,27,27,59,34,86
train,093_1_c9_009853,1,7,14,1,32,18,59,47,19
train,093_1_c9_009854,2,0,19,0,8,39,20,14,9
train,093_1_c9_009855,4,1,7,11,11,40,45,71,44
train,093_1_c9_009856,4,7,7,11,11,40,3,71,44
train,093_1_c9_009857,4,1,10,28,21,13,2,32,48
train,093_1_c9_009858,4,7,9,6,6,4,17,58,85
train,093_1_c9_009859,1,6,8,2,30,26,29,19,36
train,093_1_c9_009860,4,0,19,8,27,22,16,56,17
train,093_1_c9_009861,2,5,0,8,27,22,52,69,73
train,093_1_c9_009862,4,1,0,28,14,13,52,30,4
train,093_1_c9_009863,2,3,4,0,23,29,20,68,21
train,093_1_c9_009864,2,9,14,6,1,4,35,67,93
train,093_1_c9_009865,2,0,17,16,26,9,57,39,50
train,093_2_c8_009866,2,5,18,27,15,27,7,23,43
train,093_2_c8_009867,0,5,18,17,25,31,55,2,73
train,093_2_c8_009868,1,5,5,17,28,0,47,79,1
train,093_2_c8_009869,2,5,5,17,2,0,47,79,1
train,093_2_c8_009870,3,4,3,2,12,46,0,49,55
train,093_2_c8_009871,3,8,16,12,31,45,18,7,41
train,093_2_c8_009872,2,0,17,18,5,1,26,36,83
train,093_2_c8_009873,3,8,16,18,31,20,18,45,71
train,071_9_c6_007252,1,4,8,20,12,46,0,51,55
train,088_3_c11_000046,3,8,2,25,16,47,49,75,96
train,088_3_c11_000047,1,9,1,23,1,10,14,15,91
train,088_3_c11_000048,1,7,9,17,28,0,42,47,63
train,088_3_c11_000049,0,7,6,21,20,15,21,35,92
train,088_3_c11_000050,3,3,16,12,35,19,36,16,41
train,088_3_c11_000051,1,6,14,18,39,45,58,63,60
train,088_3_c11_000052,1,7,1,13,17,36,21,78,84
train,088_3_c11_000053,1,6,18,27,15,44,9,44,5
train,088_3_c11_000054,0,2,15,4,34,48,43,74,32
train,088_3_c6_000042,0,6,18,14,15,34,28,35,10
train,088_3_c6_000055,4,1,0,28,27,22,2,56,17
train,088_3_c6_000056,0,7,9,17,28,16,42,47,22
train,088_3_c6_000057,0,6,6,7,10,2,28,13,98
train,088_3_c6_000058,1,7,9,6,13,16,17,47,22
train,088_3_c6_000059,2,5,5,9,23,49,6,65,72
train,088_3_c6_000060,0,7,9,22,13,16,56,47,22
train,088_3_c6_000061,4,9,12,24,38,42,19,57,11
train,088_3_c6_000062,1,6,1,10,1,33,9,28,39
train,088_3_c6_000063,1,4,3,29,18,25,40,29,65
train,088_3_c6_000064,0,5,5,9,23,49,6,65,49
train,088_3_c6_000065,1,9,1,10,9,33,9,57,3
train,088_3_c6_000066,1,6,13,13,17,2,9,50,39
train,088_3_c6_000067,0,7,6,13,28,16,21,47,22
train,088_3_c6_000068,1,9,14,23,38,42,19,57,53
train,088_3_c6_000069,0,6,6,21,20,2,21,13,92
train,088_3_c6_000070,2,5,5,9,23,49,6,68,49
train,088_3_c6_000071,2,5,0,9,23,27,6,69,86
train,088_3_c6_000072,1,4,13,29,18,17,39,4,65
train,088_3_c6_000073,1,6,2,7,10,35,28,6,98
train,088_3_c6_000074,1,6,2,7,24,44,28,59,98
train,088_3_c6_000075,0,2,15,14,29,34,28,24,28
train,088_3_c6_000076,0,5,5,17,2,12,47,37,72
train,088_3_c6_000077,1,9,3,5,37,28,25,4,45
train,088_3_c6_000078,2,5,5,9,23,49,6,65,49
train,088_3_c6_000079,1,7,1,13,3,7,56,60,39
train,088_3_c6_000080,1,9,3,5,37,42,25,57,91
train,088_3_c6_000081,1,6,18,27,15,44,7,23,77
train,088_3_c6_000082,0,5,18,9,23,34,4,65,28
train,088_4_c6_000083,0,7,8,22,25,26,29,60,7
train,088_4_c6_000084,2,5,5,17,2,0,47,79,1
train,088_4_c6_000085,4,1,12,1,0,30,53,52,51
train,088_4_c6_000086,2,3,4,0,5,29,13,22,94
train,088_4_c6_000087,0,6,6,7,24,2,38,13,98
train,088_4_c6_000088,1,9,1,23,1,10,14,10,3
train,088_4_c6_000089,1,9,13,23,37,10,14,10,53
train,088_4_c6_000090,4,1,7,11,11,40,3,5,31
train,088_4_c6_000091,1,9,1,13,17,36,1,78,16
train,088_4_c6_000092,1,6,1,13,17,33,9,28,39
train,088_4_c6_000093,1,6,18,27,15,42,19,57,11
train,088_4_c6_000094,0,2,8,2,29,25,54,24,28
train,088_4_c6_000095,0,2,8,20,12,46,54,66,97
train,088_4_c6_000096,0,2,8,2,12,46,54,3,97
train,088_4_c6_000097,0,7,9,22,28,16,42,47,22
train,088_4_c6_000098,2,5,0,9,23,49,6,0,23
train,088_4_c6_000099,1,7,9,22,13,16,1,47,22
train,088_4_c6_000100,2,5,5,17,2,43,4,79,87
train,088_4_c6_000101,4,9,7,24,38,42,19,57,11
train,088_4_c6_000102,1,6,1,13,17,33,9,50,39
train,088_4_c6_000103,1,6,18,7,24,44,38,73,68
train,088_4_c6_000104,4,0,0,8,27,22,52,69,86
train,088_4_c6_000105,1,7,14,18,39,32,58,63,62
